ds,y,price,promotion
2023-01-01,105.27711931915556,96.62970894062477,0
2023-01-02,109.16330342528109,96.62970894062477,0
2023-01-03,97.55577487717605,96.62970894062477,0
2023-01-04,9.960899290112579,96.62970894062477,0
2023-01-05,121.45428924942883,96.62970894062477,1
2023-01-06,129.25296916491854,96.62970894062477,0
2023-01-07,129.8269915296502,96.62970894062477,0
2023-01-08,135.81214073756024,94.50793946263003,0
2023-01-09,126.29816128713477,94.50793946263003,0
2023-01-10,125.51736615888291,94.50793946263003,0
2023-01-11,139.07374955681394,94.50793946263003,1
2023-01-12,140.51293969131345,94.50793946263003,0
2023-01-13,126.69387532655588,94.50793946263003,0
2023-01-14,118.65133469885578,94.50793946263003,0
2023-01-15,128.02676691861217,91.57738411144854,0
2023-01-16,118.87998342575645,91.57738411144854,0
2023-01-17,109.95865949908956,91.57738411144854,0
2023-01-18,99.02513046405424,91.57738411144854,0
2023-01-19,101.00275154718514,91.57738411144854,0
2023-01-20,99.03245315540742,91.57738411144854,0
2023-01-21,108.41272822098281,50.0,0
2023-01-22,116.8339937136184,90.01694091220574,0
2023-01-23,119.23658114439974,90.01694091220574,0
2023-01-24,109.04197615905235,90.01694091220574,0
2023-01-25,97.3065209543812,90.01694091220574,0
2023-01-26,78.35047106515188,90.01694091220574,0
2023-01-27,94.52987822119121,90.01694091220574,0
2023-01-28,109.88237415196298,90.01694091220574,0
2023-01-29,112.18192023349687,150.0,0
2023-01-30,109.20538549868857,88.8721182638417,0
2023-01-31,98.996887065017,88.8721182638417,0
2023-02-01,97.05661073756113,88.8721182638417,0
2023-02-02,99.20000137303938,50.0,0
2023-02-03,98.76050702903079,200.0,0
2023-02-04,0.0,88.8721182638417,0
2023-02-05,106.22931341213756,85.61760484619788,0
2023-02-06,105.71618003871725,85.61760484619788,0
2023-02-07,95.56678946117569,85.61760484619788,0
2023-02-08,93.3830617463111,200.0,0
2023-02-09,89.98031040475668,85.61760484619788,0
2023-02-10,102.51473367432754,85.61760484619788,0
2023-02-11,102.76491163121403,85.61760484619788,0
2023-02-12,12.150942407461685,85.89687847679275,0
