ds,y,price,promotion
2023-01-01,100.77710638995532,99.48526103100028,0
2023-01-02,95.87231948870937,99.48526103100028,0
2023-01-03,90.47860386719044,99.48526103100028,0
2023-01-04,88.90843537709517,99.48526103100028,0
2023-01-05,92.32462014782364,99.48526103100028,0
2023-01-06,97.68285058138947,99.48526103100028,0
2023-01-07,98.69765582472839,99.48526103100028,0
2023-01-08,104.23613177307155,99.07910751259914,0
2023-01-09,105.25268134784206,99.07910751259914,0
2023-01-10,107.31123770365483,99.07910751259914,0
2023-01-11,100.72271852528971,99.07910751259914,0
2023-01-12,92.94571704637943,99.07910751259914,0
2023-01-13,99.01082646471491,99.07910751259914,0
2023-01-14,96.0269382310606,99.07910751259914,0
2023-01-15,97.45881467237867,97.85478481785444,0
2023-01-16,103.53214420267103,97.85478481785444,0
2023-01-17,88.53121118296596,97.85478481785444,0
2023-01-18,88.40604959254232,97.85478481785444,0
2023-01-19,100.1151132080297,97.85478481785444,0
2023-01-20,107.39301861239332,97.85478481785444,0
2023-01-21,110.07201564281385,97.85478481785444,0
2023-01-22,100.98410651890936,99.76673789780742,0
2023-01-23,107.81244782419392,99.76673789780742,0
2023-01-24,96.33197684478048,99.76673789780742,0
2023-01-25,89.78958191944777,99.76673789780742,0
2023-01-26,91.82411555310125,99.76673789780742,0
2023-01-27,92.32823908611991,99.76673789780742,0
2023-01-28,101.07657560551957,99.76673789780742,0
2023-01-29,108.1904038462396,100.66880720352182,0
2023-01-30,109.39784511509805,100.66880720352182,0
2023-01-31,87.11394117032168,100.66880720352182,0
2023-02-01,83.98545420473306,100.66880720352182,0
2023-02-02,81.89493397017361,100.66880720352182,0
2023-02-03,97.27194619457856,100.66880720352182,0
2023-02-04,115.56365633083702,100.66880720352182,0
2023-02-05,121.33278375172081,99.5961155503774,0
2023-02-06,117.7732772242807,99.5961155503774,0
2023-02-07,119.68778685880508,99.5961155503774,0
2023-02-08,112.30652029762975,99.5961155503774,0
2023-02-09,107.73779073014258,99.5961155503774,0
2023-02-10,123.88916282694305,99.5961155503774,0
2023-02-11,131.84081348476408,99.5961155503774,0
2023-02-12,127.67928442846807,96.4715978651834,0
2023-02-13,117.24224886993278,96.4715978651834,0
2023-02-14,108.97682189994303,96.4715978651834,0
2023-02-15,102.0294339194355,96.4715978651834,0
2023-02-16,112.85320196064754,96.4715978651834,0
2023-02-17,122.32237060833206,96.4715978651834,0
2023-02-18,124.92135317783939,96.4715978651834,0
2023-02-19,138.54553347773535,91.49555406603797,0
2023-02-20,124.08429561479132,91.49555406603797,0
2023-02-21,119.15853413081321,91.49555406603797,0
2023-02-22,113.782903652699,91.49555406603797,0
2023-02-23,116.076878607603,91.49555406603797,0
2023-02-24,127.31634842533919,91.49555406603797,0
2023-02-25,141.66934859349342,91.49555406603797,0
2023-02-26,158.17594226306994,87.40905781245465,0
2023-02-27,152.3343245163158,87.40905781245465,0
2023-02-28,161.07305399233385,87.40905781245465,0
2023-03-01,150.97103427914834,87.40905781245465,0
2023-03-02,143.5529572886145,87.40905781245465,0
